,date_start,year,no_of_events
994,2006-10-28,4012,2
995,2006-10-29,4012,2
996,2006-10-30,4012,2
997,2006-10-31,6018,3
998,2006-11-01,6018,3
999,2006-11-02,4012,2
1000,2006-11-03,2006,1
1001,2006-11-04,2006,1
1002,2006-11-05,2006,1
1003,2006-11-07,8024,4
1004,2006-11-08,2006,1
1005,2006-11-09,6018,3
1006,2006-11-10,4012,2
1007,2006-11-11,4012,2
1008,2006-11-12,6018,3
1009,2006-11-13,2006,1
1010,2006-11-14,4012,2
1011,2006-11-15,4012,2
1012,2006-11-16,4012,2
1013,2006-11-19,6018,3
1014,2006-11-22,2006,1
1015,2006-11-23,2006,1
1016,2006-11-24,8024,4
1017,2006-11-25,14042,7
1018,2006-11-26,4012,2
1019,2006-11-27,6018,3
1020,2006-11-28,2006,1
1021,2006-11-29,4012,2
1022,2006-12-01,8024,4
1023,2006-12-02,8024,4
1024,2006-12-03,4012,2
1025,2006-12-04,4012,2
1026,2006-12-05,2006,1
1027,2006-12-06,6018,3
1028,2006-12-07,4012,2
1029,2006-12-08,2006,1
1030,2006-12-09,6018,3
1031,2006-12-11,4012,2
1032,2006-12-12,6018,3
1033,2006-12-13,4012,2
1034,2006-12-14,2006,1
1035,2006-12-15,4012,2
1036,2006-12-16,2006,1
1037,2006-12-17,4012,2
1038,2006-12-18,2006,1
1039,2006-12-19,2006,1
1040,2006-12-21,4012,2
1041,2006-12-22,4012,2
1042,2006-12-23,6018,3
1043,2006-12-24,6018,3
1044,2006-12-28,4012,2
1045,2006-12-31,2006,1
1046,2007-01-01,6021,3
1047,2007-01-04,6021,3
1048,2007-01-05,16056,8
1049,2007-01-06,8028,4
1050,2007-01-07,2007,1
1051,2007-01-08,6021,3
1052,2007-01-09,6021,3
1053,2007-01-11,4014,2
1054,2007-01-12,4014,2
1055,2007-01-13,2007,1
1056,2007-01-14,8028,4
1057,2007-01-15,12042,6
1058,2007-01-16,4014,2
1059,2007-01-17,8028,4
1060,2007-01-18,14049,7
1061,2007-01-19,4014,2
1062,2007-01-20,6021,3
1063,2007-01-21,2007,1
1064,2007-01-23,6021,3
1065,2007-01-24,6021,3
1066,2007-01-25,2007,1
1067,2007-01-26,4014,2
1068,2007-01-27,2007,1
1069,2007-01-28,8028,4
1070,2007-01-29,8028,4
1071,2007-01-30,4014,2
1072,2007-01-31,2007,1
1073,2007-02-01,6021,3
1074,2007-02-02,2007,1
1075,2007-02-03,2007,1
1076,2007-02-04,6021,3
1077,2007-02-05,2007,1
1078,2007-02-06,2007,1
1079,2007-02-07,4014,2
1080,2007-02-09,6021,3
1081,2007-02-10,6021,3
1082,2007-02-12,4014,2
1083,2007-02-15,4014,2
1084,2007-02-16,6021,3
1085,2007-02-18,2007,1
1086,2007-02-19,6021,3
1087,2007-02-22,2007,1
1088,2007-02-24,4014,2
1089,2007-02-25,2007,1
1090,2007-02-27,2007,1
1091,2007-02-28,6021,3
1092,2007-03-01,2007,1
1093,2007-03-02,2007,1
1094,2007-03-03,10035,5
1095,2007-03-04,4014,2
1096,2007-03-06,2007,1
1097,2007-03-07,2007,1
1098,2007-03-11,2007,1
1099,2007-03-12,2007,1
1100,2007-03-14,2007,1
1101,2007-03-15,2007,1
1102,2007-03-16,2007,1
1103,2007-03-17,6021,3
1104,2007-03-20,6021,3
1105,2007-03-21,2007,1
1106,2007-03-23,4014,2
1107,2007-03-24,4014,2
1108,2007-03-26,2007,1
1109,2007-03-27,10035,5
1110,2007-03-28,2007,1
1111,2007-03-29,4014,2
1112,2007-04-01,4014,2
1113,2007-04-02,2007,1
1114,2007-04-03,2007,1
1115,2007-04-04,2007,1
1116,2007-04-05,6021,3
1117,2007-04-06,2007,1
1118,2007-04-11,2007,1
1119,2007-04-13,8028,4
1120,2007-04-14,2007,1
1121,2007-04-15,4014,2
1122,2007-04-16,6021,3
1123,2007-04-17,6021,3
1124,2007-04-18,2007,1
1125,2007-04-19,2007,1
1126,2007-04-20,2007,1
1127,2007-04-21,2007,1
1128,2007-04-22,4014,2
1129,2007-04-23,4014,2
1130,2007-04-24,2007,1
1131,2007-04-26,4014,2
1132,2007-04-27,2007,1
1133,2007-04-28,2007,1
1134,2007-04-29,4014,2
1135,2007-04-30,2007,1
1136,2007-05-01,4014,2
1137,2007-05-02,2007,1
1138,2007-05-06,2007,1
1139,2007-05-07,2007,1
1140,2007-05-09,2007,1
1141,2007-05-10,2007,1
1142,2007-05-11,2007,1
1143,2007-05-12,2007,1
1144,2007-05-13,6021,3
1145,2007-05-16,4014,2
1146,2007-05-17,2007,1
1147,2007-05-19,4014,2
1148,2007-05-21,2007,1
1149,2007-05-22,4014,2
1150,2007-05-25,4014,2
1151,2007-05-28,10035,5
1152,2007-05-30,4014,2
1153,2007-05-31,4014,2
1154,2007-06-01,2007,1
1155,2007-06-02,6021,3
1156,2007-06-03,6021,3
1157,2007-06-04,6021,3
1158,2007-06-12,2007,1
1159,2007-06-14,2007,1
1160,2007-06-15,2007,1
1161,2007-06-16,2007,1
1162,2007-06-17,2007,1
1163,2007-06-18,8028,4
1164,2007-06-19,4014,2
1165,2007-06-20,4014,2
1166,2007-06-21,2007,1
1167,2007-06-22,8028,4
1168,2007-06-23,8028,4
1169,2007-06-24,2007,1
1170,2007-06-25,6021,3
1171,2007-06-26,2007,1
1172,2007-06-28,2007,1
1173,2007-06-29,4014,2
1174,2007-06-30,4014,2
1175,2007-07-02,4014,2
1176,2007-07-04,2007,1
1177,2007-07-06,6021,3
1178,2007-07-07,2007,1
1179,2007-07-10,2007,1
1180,2007-07-11,2007,1
1181,2007-07-12,6021,3
1182,2007-07-13,2007,1
1183,2007-07-15,4014,2
1184,2007-07-16,4014,2
1185,2007-07-17,6021,3
1186,2007-07-19,2007,1
1187,2007-07-20,2007,1
1188,2007-07-21,4014,2
1189,2007-07-22,2007,1
1190,2007-07-25,2007,1
1191,2007-07-27,2007,1
1192,2007-07-28,2007,1
1193,2007-07-30,4014,2
1194,2007-08-02,2007,1
1195,2007-08-06,6021,3
1196,2007-08-07,2007,1
1197,2007-08-08,2007,1
1198,2007-08-09,2007,1
1199,2007-08-11,10035,5
1200,2007-08-13,2007,1
1201,2007-08-14,4014,2
1202,2007-08-16,6021,3
1203,2007-08-17,4014,2
1204,2007-08-20,4014,2
1205,2007-08-23,10035,5
1206,2007-08-28,6021,3
1207,2007-09-03,4014,2
1208,2007-09-06,6021,3
1209,2007-09-07,4014,2
1210,2007-09-10,2007,1
1211,2007-09-11,2007,1
1212,2007-09-12,2007,1
1213,2007-09-13,2007,1
1214,2007-09-16,4014,2
1215,2007-09-20,4014,2
1216,2007-09-21,2007,1
1217,2007-09-23,6021,3
1218,2007-09-24,4014,2
1219,2007-09-25,12042,6
1220,2007-09-26,8028,4
1221,2007-09-27,2007,1
1222,2007-09-28,2007,1
1223,2007-09-29,4014,2
1224,2007-09-30,4014,2
1225,2007-10-01,2007,1
1226,2007-10-04,4014,2
1227,2007-10-05,6021,3
1228,2007-10-06,2007,1
1229,2007-10-07,2007,1
1230,2007-10-08,2007,1
1231,2007-10-09,4014,2
1232,2007-10-10,4014,2
1233,2007-10-11,4014,2
1234,2007-10-12,4014,2
1235,2007-10-15,10035,5
1236,2007-10-16,4014,2
1237,2007-10-17,2007,1
1238,2007-10-18,2007,1
1239,2007-10-21,6021,3
1240,2007-10-22,2007,1
1241,2007-10-25,2007,1
1242,2007-10-26,4014,2
1243,2007-10-27,2007,1
1244,2007-10-31,2007,1
1245,2007-11-02,2007,1
1246,2007-11-04,4014,2
1247,2007-11-06,2007,1
1248,2007-11-07,6021,3
1249,2007-11-09,6021,3
1250,2007-11-10,2007,1
1251,2007-11-12,2007,1
1252,2007-11-13,4014,2
1253,2007-11-14,2007,1
1254,2007-11-16,4014,2
1255,2007-11-17,2007,1
1256,2007-11-18,2007,1
1257,2007-11-19,6021,3
1258,2007-11-22,4014,2
1259,2007-11-23,6021,3
1260,2007-11-24,2007,1
1261,2007-11-26,2007,1
1262,2007-12-01,2007,1
1263,2007-12-03,2007,1
1264,2007-12-05,2007,1
1265,2007-12-07,4014,2
1266,2007-12-08,8028,4
1267,2007-12-12,2007,1
1268,2007-12-14,2007,1
1269,2007-12-16,2007,1
1270,2007-12-17,4014,2
1271,2007-12-18,2007,1
1272,2007-12-22,4014,2
1273,2007-12-23,4014,2
1274,2007-12-24,2007,1
1275,2007-12-25,2007,1
1276,2007-12-27,4014,2
1277,2007-12-30,2007,1
1278,2007-12-31,2007,1
1279,2008-01-01,14056,7
1280,2008-01-02,2008,1
1281,2008-01-03,2008,1
1282,2008-01-05,4016,2
1283,2008-01-06,2008,1
1284,2008-01-07,4016,2
1285,2008-01-08,10040,5
1286,2008-01-09,4016,2
1287,2008-01-10,2008,1
1288,2008-01-12,4016,2
1289,2008-01-14,2008,1
1290,2008-01-16,4016,2
1291,2008-01-17,2008,1
1292,2008-01-18,10040,5
1293,2008-01-19,10040,5
1294,2008-01-20,2008,1
1295,2008-01-21,4016,2
1296,2008-01-22,6024,3
1297,2008-01-23,4016,2
1298,2008-01-24,2008,1
1299,2008-01-28,2008,1
1300,2008-02-01,4016,2
1301,2008-02-02,2008,1
1302,2008-02-03,4016,2
1303,2008-02-05,4016,2
1304,2008-02-07,4016,2
1305,2008-02-08,2008,1
1306,2008-02-10,4016,2
1307,2008-02-11,2008,1
1308,2008-02-15,4016,2
1309,2008-02-19,4016,2
1310,2008-02-21,2008,1
1311,2008-02-22,2008,1
1312,2008-02-23,6024,3
1313,2008-02-25,2008,1
1314,2008-02-26,4016,2
1315,2008-02-27,4016,2
1316,2008-02-29,2008,1
1317,2008-03-01,2008,1
1318,2008-03-02,2008,1
1319,2008-03-03,2008,1
1320,2008-03-06,2008,1
1321,2008-03-07,4016,2
1322,2008-03-10,2008,1
1323,2008-03-11,4016,2
1324,2008-03-12,2008,1
1325,2008-03-13,4016,2
1326,2008-03-14,2008,1
1327,2008-03-16,2008,1
1328,2008-03-19,6024,3
1329,2008-03-20,12048,6
1330,2008-03-23,2008,1
1331,2008-03-24,6024,3
1332,2008-03-25,6024,3
1333,2008-03-26,10040,5
1334,2008-03-27,8032,4
1335,2008-03-28,10040,5
1336,2008-03-29,2008,1
1337,2008-03-31,6024,3
1338,2008-04-01,4016,2
1339,2008-04-02,12048,6
1340,2008-04-03,4016,2
1341,2008-04-05,4016,2
1342,2008-04-06,6024,3
1343,2008-04-09,4016,2
1344,2008-04-10,4016,2
1345,2008-04-11,4016,2
1346,2008-04-12,8032,4
1347,2008-04-15,4016,2
1348,2008-04-16,2008,1
1349,2008-04-17,10040,5
1350,2008-04-19,4016,2
1351,2008-04-20,6024,3
1352,2008-04-21,6024,3
1353,2008-04-23,4016,2
1354,2008-04-24,8032,4
1355,2008-04-25,10040,5
1356,2008-04-26,14056,7
1357,2008-04-27,16064,8
1358,2008-04-28,4016,2
1359,2008-04-29,16064,8
1360,2008-04-30,12048,6
1361,2008-05-01,8032,4
1362,2008-05-02,8032,4
1363,2008-05-03,2008,1
1364,2008-05-04,16064,8
1365,2008-05-05,12048,6
1366,2008-05-06,8032,4
1367,2008-05-07,8032,4
1368,2008-05-08,6024,3
1369,2008-05-09,6024,3
1370,2008-05-10,6024,3
1371,2008-05-11,2008,1
1372,2008-05-12,6024,3
1373,2008-05-13,4016,2
1374,2008-05-14,6024,3
1375,2008-05-18,2008,1
1376,2008-05-19,4016,2
1377,2008-05-21,2008,1
1378,2008-05-22,2008,1
1379,2008-05-28,2008,1
1380,2008-05-29,6024,3
1381,2008-05-30,4016,2
1382,2008-05-31,4016,2
1383,2008-06-01,4016,2
1384,2008-06-02,6024,3
1385,2008-06-09,4016,2
1386,2008-06-13,2008,1
1387,2008-06-15,2008,1
1388,2008-06-16,2008,1
1389,2008-06-17,6024,3
1390,2008-06-20,2008,1
1391,2008-06-24,4016,2
1392,2008-06-26,4016,2
1393,2008-06-27,2008,1
1394,2008-06-28,4016,2
1395,2008-07-01,2008,1
1396,2008-07-07,8032,4
1397,2008-07-09,2008,1
1398,2008-07-10,4016,2
1399,2008-07-13,2008,1
1400,2008-07-14,2008,1
1401,2008-07-15,8032,4
1402,2008-07-16,4016,2
1403,2008-07-18,2008,1
1404,2008-07-20,2008,1
1405,2008-07-29,4016,2
1406,2008-07-31,2008,1
1407,2008-08-02,4016,2
1408,2008-08-04,2008,1
1409,2008-08-06,2008,1
1410,2008-08-07,2008,1
1411,2008-08-08,2008,1
1412,2008-08-13,6024,3
1413,2008-08-17,2008,1
1414,2008-08-22,2008,1
1415,2008-08-24,4016,2
1416,2008-08-26,4016,2
1417,2008-08-30,2008,1
1418,2008-09-01,4016,2
1419,2008-09-03,2008,1
1420,2008-09-06,2008,1
1421,2008-09-08,2008,1
1422,2008-09-10,2008,1
1423,2008-09-12,4016,2
1424,2008-09-19,2008,1
1425,2008-09-20,2008,1
1426,2008-09-21,2008,1
1427,2008-09-23,4016,2
1428,2008-09-24,4016,2
1429,2008-09-25,2008,1
1430,2008-09-27,2008,1
1431,2008-09-28,2008,1
1432,2008-10-02,4016,2
1433,2008-10-03,2008,1
1434,2008-10-05,4016,2
1435,2008-10-07,2008,1
1436,2008-10-08,6024,3
1437,2008-10-10,4016,2
1438,2008-10-12,6024,3
1439,2008-10-13,6024,3
1440,2008-10-17,6024,3
1441,2008-10-19,2008,1
1442,2008-10-21,2008,1
1443,2008-10-22,2008,1
1444,2008-10-26,2008,1
1445,2008-10-28,2008,1
1446,2008-10-29,4016,2
1447,2008-11-06,2008,1
1448,2008-11-09,2008,1
1449,2008-11-12,2008,1
1450,2008-11-14,2008,1
1451,2008-11-15,2008,1
1452,2008-11-18,2008,1
1453,2008-12-01,2008,1
1454,2008-12-02,2008,1
1455,2008-12-04,2008,1
1456,2008-12-15,4016,2
1457,2008-12-20,6024,3
1458,2008-12-21,2008,1
1459,2008-12-22,4016,2
1460,2008-12-23,2008,1
1461,2008-12-25,2008,1
1462,2008-12-26,2008,1
1463,2008-12-27,2008,1
1464,2008-12-28,2008,1
1465,2008-12-29,2008,1
1466,2008-12-30,8032,4
1467,2008-12-31,8032,4
1468,2009-01-01,4018,2
1469,2009-01-02,4018,2
1470,2009-01-04,2009,1
1471,2009-01-05,2009,1
1472,2009-01-07,2009,1
1473,2009-01-08,2009,1
1474,2009-01-10,2009,1
1475,2009-01-11,2009,1
1476,2009-01-14,4018,2
1477,2009-01-15,2009,1
1478,2009-01-17,2009,1
1479,2009-01-20,2009,1
1480,2009-01-24,4018,2
1481,2009-01-25,2009,1
1482,2009-01-26,4018,2
1483,2009-01-27,2009,1
1484,2009-01-28,2009,1
1485,2009-01-29,2009,1
1486,2009-01-31,2009,1
1487,2009-02-02,2009,1
1488,2009-02-04,4018,2
1489,2009-02-05,2009,1
1490,2009-02-09,2009,1
1491,2009-02-11,6027,3
1492,2009-02-12,4018,2
1493,2009-02-13,2009,1
1494,2009-02-14,2009,1
1495,2009-02-15,4018,2
1496,2009-02-16,6027,3
1497,2009-02-19,4018,2
1498,2009-02-23,4018,2
1499,2009-03-01,2009,1
1500,2009-03-02,2009,1
1501,2009-03-03,2009,1
1502,2009-03-04,4018,2
1503,2009-03-05,2009,1
1504,2009-03-06,2009,1
1505,2009-03-08,2009,1
1506,2009-03-09,4018,2
1507,2009-03-10,8036,4
1508,2009-03-11,4018,2
1509,2009-03-12,4018,2
1510,2009-03-14,2009,1
1511,2009-03-17,4018,2
1512,2009-03-18,4018,2
1513,2009-03-20,4018,2
1514,2009-03-23,6027,3
1515,2009-03-24,2009,1
1516,2009-03-25,2009,1
1517,2009-03-28,4018,2
1518,2009-03-31,4018,2
1519,2009-04-01,2009,1
1520,2009-04-06,12054,6
1521,2009-04-07,2009,1
1522,2009-04-08,4018,2
1523,2009-04-09,2009,1
1524,2009-04-10,8036,4
1525,2009-04-11,2009,1
1526,2009-04-12,2009,1
1527,2009-04-15,2009,1
1528,2009-04-16,2009,1
1529,2009-04-19,4018,2
1530,2009-04-20,2009,1
1531,2009-04-22,2009,1
1532,2009-04-23,4018,2
1533,2009-04-24,4018,2
1534,2009-04-25,10045,5
1535,2009-04-26,2009,1
1536,2009-04-29,4018,2
1537,2009-04-30,4018,2
1538,2009-05-01,2009,1
1539,2009-05-02,2009,1
1540,2009-05-03,2009,1
1541,2009-05-04,4018,2
1542,2009-05-05,4018,2
1543,2009-05-06,2009,1
1544,2009-05-07,2009,1
1545,2009-05-08,2009,1
1546,2009-05-11,2009,1
1547,2009-05-12,2009,1
1548,2009-05-17,4018,2
1549,2009-05-18,2009,1
1550,2009-05-19,4018,2
1551,2009-05-21,14063,7
1552,2009-05-24,4018,2
1553,2009-05-25,4018,2
1554,2009-05-28,4018,2
1555,2009-05-29,2009,1
1556,2009-05-31,2009,1
1557,2009-06-01,2009,1
1558,2009-06-04,2009,1
1559,2009-06-07,2009,1
1560,2009-06-08,2009,1
1561,2009-06-10,2009,1
1562,2009-06-11,2009,1
1563,2009-06-12,2009,1
1564,2009-06-18,6027,3
1565,2009-06-19,2009,1
1566,2009-06-20,2009,1
1567,2009-06-21,4018,2
1568,2009-06-22,8036,4
1569,2009-06-27,4018,2
1570,2009-07-04,2009,1
1571,2009-07-05,2009,1
1572,2009-07-08,8036,4
1573,2009-07-09,2009,1
1574,2009-07-10,2009,1
1575,2009-07-11,2009,1
1576,2009-07-12,2009,1
1577,2009-07-13,4018,2
1578,2009-07-14,4018,2
1579,2009-07-15,2009,1
1580,2009-07-20,10045,5
1581,2009-07-26,4018,2
1582,2009-07-27,2009,1
1583,2009-07-30,4018,2
1584,2009-07-31,2009,1
1585,2009-08-03,6027,3
1586,2009-08-05,4018,2
1587,2009-08-07,8036,4
1588,2009-08-09,2009,1
1589,2009-08-10,4018,2
1590,2009-08-12,2009,1
1591,2009-08-13,2009,1
1592,2009-08-15,2009,1
1593,2009-08-17,4018,2
1594,2009-08-18,2009,1
1595,2009-08-19,10045,5
1596,2009-08-22,4018,2
1597,2009-08-26,2009,1
1598,2009-08-29,4018,2
1599,2009-08-30,8036,4
1600,2009-09-01,2009,1
1601,2009-09-02,6027,3
1602,2009-09-06,8036,4
1603,2009-09-07,4018,2
1604,2009-09-08,4018,2
1605,2009-09-09,6027,3
1606,2009-09-10,8036,4
1607,2009-09-12,4018,2
1608,2009-09-13,2009,1
1609,2009-09-14,4018,2
1610,2009-09-17,2009,1
1611,2009-09-18,2009,1
1612,2009-09-19,6027,3
1613,2009-09-23,4018,2
1614,2009-09-24,4018,2
1615,2009-09-27,2009,1
1616,2009-09-28,4018,2
1617,2009-09-29,8036,4
1618,2009-09-30,2009,1
1619,2009-10-05,2009,1
1620,2009-10-07,2009,1
1621,2009-10-11,6027,3
1622,2009-10-12,2009,1
1623,2009-10-13,2009,1
1624,2009-10-14,2009,1
1625,2009-10-15,2009,1
1626,2009-10-16,4018,2
1627,2009-10-17,8036,4
1628,2009-10-19,2009,1
1629,2009-10-20,2009,1
1630,2009-10-21,6027,3
1631,2009-10-23,6027,3
1632,2009-10-24,6027,3
1633,2009-10-25,4018,2
1634,2009-10-26,2009,1
1635,2009-10-27,2009,1
1636,2009-10-28,2009,1
1637,2009-10-29,4018,2
1638,2009-10-30,2009,1
1639,2009-11-01,10045,5
1640,2009-11-02,2009,1
1641,2009-11-03,2009,1
1642,2009-11-05,2009,1
1643,2009-11-07,2009,1
1644,2009-11-10,2009,1
1645,2009-11-13,2009,1
1646,2009-11-15,2009,1
1647,2009-11-16,4018,2
1648,2009-11-17,2009,1
1649,2009-11-20,4018,2
1650,2009-11-22,8036,4
1651,2009-11-23,2009,1
1652,2009-11-30,4018,2
1653,2009-12-03,2009,1
1654,2009-12-08,6027,3
1655,2009-12-09,2009,1
1656,2009-12-12,2009,1
1657,2009-12-15,8036,4
1658,2009-12-16,2009,1
1659,2009-12-17,2009,1
1660,2009-12-19,2009,1
1661,2009-12-20,4018,2
1662,2009-12-21,6027,3
1663,2009-12-22,4018,2
1664,2009-12-23,4018,2
1665,2009-12-24,4018,2
1666,2009-12-25,8036,4
1667,2009-12-30,2009,1
1668,2010-01-07,2010,1
1669,2010-01-13,2010,1
1670,2010-01-14,2010,1
1671,2010-01-20,2010,1
1672,2010-01-21,2010,1
1673,2010-01-25,2010,1
1674,2010-01-26,4020,2
1675,2010-01-27,2010,1
1676,2010-01-30,2010,1
1677,2010-02-01,2010,1
1678,2010-02-03,6030,3
1679,2010-02-04,2010,1
1680,2010-02-05,2010,1
1681,2010-02-06,6030,3
1682,2010-02-07,2010,1
1683,2010-02-08,6030,3
1684,2010-02-09,2010,1
1685,2010-02-10,2010,1
1686,2010-02-12,2010,1
1687,2010-02-13,2010,1
1688,2010-02-14,2010,1
1689,2010-02-15,8040,4
1690,2010-02-16,4020,2
1691,2010-02-17,4020,2
1692,2010-02-18,4020,2
1693,2010-02-22,8040,4
1694,2010-02-23,6030,3
1695,2010-02-24,6030,3
1696,2010-02-25,6030,3
1697,2010-02-26,2010,1
1698,2010-03-03,4020,2
1699,2010-03-04,6030,3
1700,2010-03-07,2010,1
1701,2010-03-09,4020,2
1702,2010-03-13,2010,1
1703,2010-03-14,2010,1
1704,2010-03-15,8040,4
1705,2010-03-19,2010,1
1706,2010-03-21,4020,2
1707,2010-03-23,2010,1
1708,2010-03-24,2010,1
1709,2010-03-25,8040,4
1710,2010-03-26,2010,1
1711,2010-03-30,2010,1
1712,2010-04-02,2010,1
1713,2010-04-04,4020,2
1714,2010-04-06,4020,2
1715,2010-04-09,4020,2
1716,2010-04-10,2010,1
1717,2010-04-11,4020,2
1718,2010-04-12,2010,1
1719,2010-04-13,2010,1
1720,2010-04-14,8040,4
1721,2010-04-15,4020,2
1722,2010-04-18,2010,1
1723,2010-04-20,4020,2
1724,2010-04-23,4020,2
1725,2010-04-24,4020,2
1726,2010-04-27,2010,1
1727,2010-04-28,2010,1
1728,2010-04-30,2010,1
1729,2010-05-02,2010,1
1730,2010-05-04,4020,2
1731,2010-05-05,4020,2
1732,2010-05-07,4020,2
1733,2010-05-09,2010,1
1734,2010-05-10,22110,11
1735,2010-05-13,2010,1
1736,2010-05-14,4020,2
1737,2010-05-17,6030,3
1738,2010-05-18,2010,1
1739,2010-05-19,4020,2
1740,2010-05-20,6030,3
1741,2010-05-21,2010,1
1742,2010-05-22,2010,1
1743,2010-05-24,2010,1
1744,2010-05-26,4020,2
1745,2010-05-29,4020,2
1746,2010-06-01,2010,1
1747,2010-06-03,2010,1
1748,2010-06-04,4020,2
1749,2010-06-05,4020,2
1750,2010-06-06,4020,2
1751,2010-06-07,4020,2
1752,2010-06-08,2010,1
1753,2010-06-09,12060,6
1754,2010-06-10,2010,1
1755,2010-06-11,2010,1
1756,2010-06-13,4020,2
1757,2010-06-14,4020,2
1758,2010-06-15,2010,1
1759,2010-06-16,4020,2
1760,2010-06-17,2010,1
1761,2010-06-19,2010,1
1762,2010-06-20,2010,1
1763,2010-06-21,2010,1
1764,2010-06-22,6030,3
1765,2010-06-23,2010,1
1766,2010-06-24,6030,3
1767,2010-06-26,2010,1
1768,2010-06-27,8040,4
1769,2010-06-29,4020,2
1770,2010-06-30,2010,1
1771,2010-07-01,2010,1
1772,2010-07-04,10050,5
1773,2010-07-06,2010,1
1774,2010-07-07,6030,3
1775,2010-07-08,2010,1
1776,2010-07-09,4020,2
1777,2010-07-10,2010,1
1778,2010-07-11,4020,2
1779,2010-07-13,2010,1
1780,2010-07-14,6030,3
1781,2010-07-17,4020,2
1782,2010-07-18,6030,3
1783,2010-07-19,6030,3
1784,2010-07-22,6030,3
1785,2010-07-24,2010,1
1786,2010-07-25,2010,1
1787,2010-07-26,4020,2
1788,2010-07-28,4020,2
1789,2010-07-29,8040,4
1790,2010-08-02,2010,1
1791,2010-08-03,4020,2
1792,2010-08-04,4020,2
1793,2010-08-06,2010,1
1794,2010-08-07,4020,2
1795,2010-08-08,2010,1
1796,2010-08-10,2010,1
1797,2010-08-12,2010,1
1798,2010-08-14,2010,1
1799,2010-08-15,2010,1
1800,2010-08-16,2010,1
1801,2010-08-17,6030,3
1802,2010-08-18,6030,3
1803,2010-08-19,2010,1
1804,2010-08-20,2010,1
1805,2010-08-21,2010,1
1806,2010-08-24,4020,2
1807,2010-08-25,10050,5
1808,2010-08-26,6030,3
1809,2010-08-27,2010,1
1810,2010-08-28,2010,1
1811,2010-08-30,2010,1
1812,2010-08-31,2010,1
1813,2010-09-05,2010,1
1814,2010-09-07,2010,1
1815,2010-09-08,2010,1
1816,2010-09-09,2010,1
1817,2010-09-12,2010,1
1818,2010-09-15,2010,1
1819,2010-09-16,4020,2
1820,2010-09-18,2010,1
1821,2010-09-19,4020,2
1822,2010-09-20,2010,1
1823,2010-09-21,2010,1
1824,2010-09-22,2010,1
1825,2010-09-26,2010,1
1826,2010-09-30,2010,1
1827,2010-10-01,6030,3
1828,2010-10-03,4020,2
1829,2010-10-04,2010,1
1830,2010-10-05,4020,2
1831,2010-10-06,2010,1
1832,2010-10-07,6030,3
1833,2010-10-09,2010,1
1834,2010-10-10,2010,1
1835,2010-10-11,2010,1
1836,2010-10-14,2010,1
1837,2010-10-17,2010,1
1838,2010-10-18,2010,1
1839,2010-10-19,4020,2
1840,2010-10-21,2010,1
1841,2010-10-22,10050,5
1842,2010-10-24,2010,1
1843,2010-10-26,2010,1
1844,2010-10-28,2010,1
1845,2010-10-29,2010,1
1846,2010-10-31,6030,3
1847,2010-11-01,2010,1
1848,2010-11-02,6030,3
1849,2010-11-03,2010,1
1850,2010-11-05,2010,1
1851,2010-11-07,4020,2
1852,2010-11-08,4020,2
1853,2010-11-10,2010,1
1854,2010-11-12,2010,1
1855,2010-11-13,4020,2
1856,2010-11-14,4020,2
1857,2010-11-15,4020,2
1858,2010-11-16,2010,1
1859,2010-11-21,2010,1
1860,2010-11-22,2010,1
1861,2010-11-23,2010,1
1862,2010-11-24,2010,1
1863,2010-11-25,2010,1
1864,2010-11-27,4020,2
1865,2010-11-28,2010,1
1866,2010-11-30,4020,2
1867,2010-12-02,2010,1
1868,2010-12-03,2010,1
1869,2010-12-04,2010,1
1870,2010-12-05,2010,1
1871,2010-12-06,2010,1
1872,2010-12-10,2010,1
1873,2010-12-11,2010,1
1874,2010-12-12,4020,2
1875,2010-12-13,6030,3
1876,2010-12-20,2010,1
1877,2010-12-21,2010,1
1878,2010-12-22,4020,2
1879,2010-12-24,2010,1
1880,2010-12-27,4020,2
1881,2010-12-28,2010,1
1882,2010-12-29,4020,2
1883,2011-01-03,2011,1
1884,2011-01-08,2011,1
1885,2011-01-17,2011,1
1886,2011-01-18,2011,1
1887,2011-01-19,6033,3
1888,2011-01-20,8044,4
1889,2011-01-23,4022,2
1890,2011-01-24,4022,2
1891,2011-01-26,2011,1
1892,2011-01-27,4022,2
1893,2011-02-03,4022,2
1894,2011-02-08,2011,1
1895,2011-02-10,2011,1
1896,2011-02-12,2011,1
1897,2011-02-20,2011,1
1898,2011-02-21,2011,1
1899,2011-02-24,4022,2
1900,2011-02-25,2011,1
1901,2011-02-27,4022,2
1902,2011-03-01,2011,1
1903,2011-03-03,4022,2
1904,2011-03-10,2011,1
1905,2011-03-12,2011,1
1906,2011-03-14,2011,1
1907,2011-03-18,2011,1
1908,2011-03-20,2011,1
1909,2011-03-21,2011,1
1910,2011-03-29,2011,1
1911,2011-04-02,2011,1
1912,2011-04-04,4022,2
1913,2011-04-05,2011,1
1914,2011-04-12,2011,1
1915,2011-04-18,2011,1
1916,2011-04-22,4022,2
1917,2011-04-23,2011,1
1918,2011-04-28,4022,2
1919,2011-04-29,2011,1
1920,2011-04-30,2011,1
1921,2011-05-01,2011,1
1922,2011-05-02,2011,1
1923,2011-05-05,2011,1
1924,2011-05-06,2011,1
1925,2011-05-10,2011,1
