,iyear,imonth,iday,country_txt,index,country,region,latitude,longitude,nperps,guncertain1,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propvalue,ransompaidus,no_of_events,date
137,2014,7,15,Ukraine,407498,3852,162,818.621394,654.88928,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,-84,0.0,0.0,18,2014-07-15
138,2014,7,16,Ukraine,226562,2140,90,480.75552700000003,385.888505,0.0,0.0,1.0,0.0,1.0,27.0,0.0,15.0,-33,0.0,0.0,10,2014-07-16
139,2014,7,17,Ukraine,90749,856,36,193.089371,157.48978599999998,0.0,1.0,306.0,1.0,0.0,10.0,0.0,0.0,-8,0.0,0.0,4,2014-07-17
140,2014,7,18,Ukraine,362918,3424,144,773.951464,620.8189090000001,0.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,-134,0.0,0.0,16,2014-07-18
141,2014,7,20,Ukraine,22773,214,9,48.015883,37.80285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1,2014-07-20
142,2014,7,21,Ukraine,182012,1712,72,387.53576300000003,309.05525000000006,61.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,-27,0.0,0.0,8,2014-07-21
143,2014,7,22,Ukraine,113826,1070,45,240.83127799999997,192.031339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8,0.0,0.0,5,2014-07-22
144,2014,7,23,Ukraine,22779,214,9,47.93441,38.93497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,2014-07-23
145,2014,7,24,Ukraine,22793,214,9,48.85329,37.604478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2014-07-24
146,2014,7,25,Ukraine,91290,856,36,194.21267000000003,138.996353,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3,0.0,0.0,4,2014-07-25
147,2014,7,26,Ukraine,68498,642,27,144.758731,110.78542999999999,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,-8,0.0,0.0,3,2014-07-26
148,2014,7,27,Ukraine,91382,856,36,192.25006199999999,155.21675199999999,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,-18,0.0,0.0,4,2014-07-27
149,2014,7,28,Ukraine,137147,1284,54,291.82723799999997,228.589109,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,-6,0.0,0.0,6,2014-07-28
150,2014,7,29,Ukraine,205875,1926,81,434.38095300000003,341.28042300000004,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,-1,0.0,0.0,9,2014-07-29
151,2014,7,30,Ukraine,45775,428,18,95.62033299999999,75.819241,0.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,1,0.0,0.0,2,2014-07-30
152,2014,8,1,Ukraine,22907,214,9,48.063515,38.417602,0.0,0.0,10.0,0.0,0.0,13.0,0.0,0.0,0,0.0,0.0,1,2014-08-01
153,2014,8,3,Ukraine,45941,428,18,98.010205,74.871655,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-8,0.0,0.0,2,2014-08-03
154,2014,8,4,Ukraine,45954,428,18,97.934693,73.85933500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,2,2014-08-04
155,2014,8,5,Ukraine,160972,1498,63,337.130654,270.450643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44,0.0,0.0,7,2014-08-05
156,2014,8,6,Ukraine,92072,856,36,144.31001,115.31786699999999,4.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,-26,0.0,0.0,4,2014-08-06
157,2014,8,7,Ukraine,46037,428,18,96.642713,77.582018,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2,0.0,0.0,2,2014-08-07
158,2014,8,8,Ukraine,46079,428,18,101.07751,56.782968,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2,0.0,0.0,2,2014-08-08
159,2014,8,10,Ukraine,23072,214,9,48.013323,37.801456,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,1,0.0,0.0,1,2014-08-10
